   price  quantity  type               timestamp
0  41980   25.2558     0 2024-04-28 18:46:05.599
1  41970    2.3826     0 2024-04-28 18:46:05.599
2  41960   90.4801     0 2024-04-28 18:46:05.599
3  41950  129.8638     0 2024-04-28 18:46:05.599
4  41940   90.7255     0 2024-04-28 18:46:05.599
   price  quantity  type               timestamp
0  42030   56.1602     1 2024-04-28 18:46:05.599
1  42050  145.4801     1 2024-04-28 18:46:05.599
2  42060  102.4801     1 2024-04-28 18:46:05.599
3  42070   75.1399     1 2024-04-28 18:46:05.599
4  42080  102.4801     1 2024-04-28 18:46:05.599
   price  quantity  type               timestamp
0  41970    2.3826     0 2024-04-28 18:46:10.557
1  41960   52.4801     0 2024-04-28 18:46:10.557
2  41950  142.8638     0 2024-04-28 18:46:10.557
3  41940  127.4801     0 2024-04-28 18:46:10.557
4  41930   25.0000     0 2024-04-28 18:46:10.557
   price  quantity  type               timestamp
0  41980   52.0773     1 2024-04-28 18:46:10.557
1  42020   38.0000     1 2024-04-28 18:46:10.557
2  42030   75.0000     1 2024-04-28 18:46:10.557
3  42050  145.4801     1 2024-04-28 18:46:10.557
4  42060  102.4801     1 2024-04-28 18:46:10.557
   price  quantity  type               timestamp
0  41970    2.3826     0 2024-04-28 18:46:15.528
1  41960   27.4801     0 2024-04-28 18:46:15.528
2  41950   79.8638     0 2024-04-28 18:46:15.528
3  41940   90.4801     0 2024-04-28 18:46:15.528
4  41930  127.4801     0 2024-04-28 18:46:15.528
   price  quantity  type               timestamp
0  42010   38.0000     1 2024-04-28 18:46:15.528
1  42030   75.0000     1 2024-04-28 18:46:15.528
2  42050  145.4801     1 2024-04-28 18:46:15.528
3  42060  253.2493     1 2024-04-28 18:46:15.528
4  42070   75.1399     1 2024-04-28 18:46:15.528
   price  quantity  type               timestamp
0  41990   27.4801     0 2024-04-28 18:46:20.484
1  41980   31.3131     0 2024-04-28 18:46:20.484
2  41970   40.3826     0 2024-04-28 18:46:20.484
3  41960  102.4801     0 2024-04-28 18:46:20.484
4  41950   79.8638     0 2024-04-28 18:46:20.484
   price  quantity  type               timestamp
0  42040  113.0000     1 2024-04-28 18:46:20.484
1  42060   27.4801     1 2024-04-28 18:46:20.484
2  42070   27.6001     1 2024-04-28 18:46:20.484
3  42080  265.3411     1 2024-04-28 18:46:20.484
4  42090   75.0000     1 2024-04-28 18:46:20.484
   price  quantity  type               timestamp
0  42000    2.3809     0 2024-04-28 18:46:25.437
1  41990   27.4801     0 2024-04-28 18:46:25.437
2  41980   27.4801     0 2024-04-28 18:46:25.437
3  41970    2.3826     0 2024-04-28 18:46:25.437
4  41960  140.4801     0 2024-04-28 18:46:25.437
   price  quantity  type               timestamp
0  42030  106.0939     1 2024-04-28 18:46:25.437
1  42050  118.0000     1 2024-04-28 18:46:25.437
